electronegativity_electrode,ionization_energy_electrode,band_gap_electrode,conductivity_electrode,stability_window_electrolyte,dielectric_constant_electrolyte,viscosity_electrolyte,solubility_electrolyte,redox_potential_mediator,molecular_weight_mediator,solubility_mediator,compatibility_label
2.1236203565420873,7.375136871166973,0.7668241370787282,3.7958225230228155,5.731248059881027,14.322847761118883,6.153763249318318,0.8870518830544099,1.5826863461636895,274.4506615952833,0.8723370793556802,0
3.8521429192297485,8.541521580236909,3.6666395435843113,8.758307119510187,4.860658938153751,32.95450286255708,7.078613569915942,0.6984327255817684,1.5304308055131406,236.48577385489375,0.8230468160928404,0
3.1959818254342154,6.133461046425496,0.0020514471958743563,2.2121310881452527,5.712981385752302,74.8988763404356,2.1717731990751847,0.6058190640737685,1.6258604144488658,464.68907203433776,0.4524908470888064,1
2.79597545259111,9.606715526395444,2.9809133470118843,3.321365193256271,5.187899115583252,70.7654782620367,2.0172261657663695,0.7392866717719392,1.3066218644200198,488.3517129823397,0.4995976413479996,1
1.4680559213273097,11.984245723071403,4.579715019770262,1.592296231008567,4.437189757165657,34.570327608821046,9.589877328046839,0.7758737191028138,1.5289770636409847,78.00634750721123,0.30183708554291194,0
1.4679835610086078,8.162176331870107,1.439670470466095,6.243536034648086,2.463411108015058,57.42149483898024,5.97871020256878,0.26733515162363375,-0.4719243783963891,465.2816311166933,0.3243638344092868,0
1.1742508365045983,7.483099897111488,0.927629876288596,4.256708949616038,3.165922690316394,11.589276018600916,4.023141477483827,0.1987003350790777,-0.08844055337517509,87.24584008484999,0.9821157021924604,0
3.5985284373248057,7.804929167841267,3.2583989743921347,6.171505133734796,5.875369628393566,58.44057916577113,8.054128607761163,0.16736396543700682,-0.2725414875781108,201.77879602261535,0.8944102442366658,0
2.8033450352296265,5.806023248766408,3.5630070364919657,7.640581563402417,3.277688394856818,77.96432971135562,5.346557796023589,0.43664814507028304,1.2272849111841815,393.15835509364706,0.23227552350922603,1
3.1242177333881367,11.182915209983566,3.4401525947599065,5.50245985872619,2.373019479141483,45.31161146256437,2.568295541670898,0.5482002158539707,-0.5390706418985922,399.6666418728629,0.3117484439716863,0
1.0617534828874073,7.9037795886494635,1.5965844001068703,6.3135405135277,4.830213423677279,42.38676702758107,2.226005995287424,0.6540849084608747,-0.45331662886663426,376.6198508056248,0.15321559340914703,0
3.909729556485983,7.710920879973889,1.2610120107966543,9.358978112503896,4.936017018174737,19.048896477643275,4.089220808464253,0.962231067720649,1.6368941621658277,67.60061962748077,0.9894272438307068,0
3.497327922401265,9.61783191051332,4.779593999810221,3.060736665127547,3.141830881148603,52.53411491804689,8.62697943054682,0.39770903818630565,1.1176465787385146,109.83472161084198,0.9118493580040203,0
1.6370173320348285,8.094233946517864,4.616497541349648,3.6557229924761363,3.190687917385215,49.28279605841862,0.8021895772337375,0.784786646869547,1.6261399337572602,471.2974241988868,0.5744930876380275,0
1.5454749016213019,9.537634281654922,2.2865830494641015,7.205263280922435,3.8755719420351356,53.89497946068129,2.341554807396679,0.5782218576353965,-0.5819342252179285,86.65762477815085,0.7082484487497694,0
1.5502135295603015,5.430124030915513,4.230969330771867,6.151924618848328,2.087155799049022,6.956246501354136,8.952887824755395,0.2980809388782252,0.19694121368390705,85.34566263790248,0.7605495926111216,0
1.9127267288786132,10.696063406055593,2.26161738817148,1.8674757549431769,5.157292041444654,46.15426162618052,1.3929987758986548,0.6537748862158832,-0.15054648977104712,426.0406719910416,0.24362066608721372,0
2.5742692948967134,11.583527670155817,2.121945090362552,3.823858369103853,3.2683551490965024,49.62011326230298,6.370332038988851,0.9704585604607332,-0.9709567441610515,338.5695889502988,0.9379330204645996,0
2.2958350559263474,9.5413577031157,0.7838147379964733,4.7315963299346775,5.41505240800791,20.564760155960165,2.2924114075860462,0.21187746932614515,-0.14643111868387948,208.2452251303308,0.5504055780355358,0
1.8736874205941256,11.681961502011674,2.1320302824598643,4.251959395887054,5.210521686400135,20.624964311640202,6.137495105616506,0.556551788094306,0.13874975593363836,124.56971918223188,0.13782896062540556,0
2.8355586841671383,6.060026200589743,2.687084692999035,1.864920602388204,4.645608132475132,25.716362638321236,3.954420835073475,0.1464475187354754,-0.7233410882718644,447.8766889517667,0.4272284774419856,0
